"date","name","value"
2018-04-01,"VA",348400
2018-04-01,"DC",588400
2018-04-01,"WA",433700
2018-04-01,"LA",215100
2018-04-01,"MI",176100
2018-04-01,"NE",191300
2018-04-01,"OR",350700
2018-04-01,"PA",201000
2018-04-01,"SC",229100
2018-04-01,"HI",535100
2018-04-01,"AR",163700
2018-04-01,"FL",246700
2018-04-01,"MN",247400
2018-04-01,"MD",298100
2018-04-01,"WI",186600
2018-04-01,"WV",182200
2018-04-01,"ID",250500
2018-04-01,"RI",267600
2018-04-01,"AK",278200
2018-04-01,"ME",208500
2018-04-01,"OK",163500
2018-04-01,"OH",155100
2018-04-01,"IL",237700
2018-04-01,"MO",178200
2018-04-01,"KY",179900
2018-04-01,"NH",264900
2018-04-01,"VT",224700
2018-04-01,"NJ",291600
2018-04-01,"MA",433400
2018-04-01,"CO",413200
2018-04-01,"AZ",255100
2018-03-01,"MO",170300
2018-03-01,"KS",242100
2018-03-01,"NM",352800
2018-03-01,"IA",186500
2018-03-01,"FL",245400
2018-03-01,"ME",218600
2018-03-01,"MI",167700
2018-03-01,"NV",278800
2018-03-01,"KY",171100
2018-03-01,"OH",148500
2018-03-01,"IL",226800
2018-03-01,"OK",159900
2018-03-01,"AK",269800
2018-03-01,"VA",334300
2018-03-01,"MD",287900
2018-03-01,"AZ",254400
2018-03-01,"HI",541900
2018-03-01,"PA",198400
2018-03-01,"MN",241200
2018-03-01,"IN",176800
2018-03-01,"NE",190700
2018-03-01,"GA",236100
2018-03-01,"NH",253300
2018-03-01,"AL",179400
2018-03-01,"MA",415800
2018-03-01,"CO",402300
2018-03-01,"UT",303400
2018-03-01,"RI",257000
2018-03-01,"ID",257300
2018-03-01,"NC",236600
2018-03-01,"TX",244700
2018-03-01,"WI",181800
2018-03-01,"NY",409800
2018-03-01,"NJ",285100
2018-03-01,"VT",217800
2018-03-01,"TN",233600
2018-03-01,"OR",341100
2018-03-01,"WV",179800
2018-03-01,"AR",162400
2018-03-01,"CT",237300
2018-03-01,"CA",576600
2018-03-01,"MS",164500
2018-03-01,"SC",228600
2018-03-01,"DE",211800
2018-03-01,"DC",550000
2018-03-01,"LA",201300
2018-03-01,"WA",417100
2018-02-01,"AR",160900
2018-02-01,"KY",170400
2018-02-01,"MO",162800
2018-02-01,"UT",317400
2018-02-01,"ME",199600
2018-02-01,"VT",225500
2018-02-01,"TN",224200
2018-02-01,"FL",237600
2018-02-01,"ID",242300
2018-02-01,"IA",182900
2018-02-01,"SC",219200
2018-02-01,"MA",399100
2018-02-01,"AK",277100
2018-02-01,"DE",200800
2018-02-01,"OR",335200
2018-02-01,"WI",172900
2018-02-01,"HI",524200
2018-02-01,"WA",406300
2018-02-01,"OH",144500
2018-02-01,"NC",228100
2018-02-01,"NV",270600
2018-02-01,"IN",167800
2018-02-01,"NH",246100
2018-02-01,"VA",318200
2018-02-01,"NE",178500
2018-02-01,"CO",396300
2018-02-01,"MI",161000
2018-02-01,"GA",220500
2018-02-01,"AZ",251800
2018-02-01,"WV",176100
2018-02-01,"NY",413900
2018-02-01,"LA",206400
2018-02-01,"TX",237100
2018-02-01,"NJ",268800
2018-02-01,"CT",234100
2018-02-01,"NM",365100
2018-02-01,"RI",255500
2018-02-01,"MS",169000
2018-02-01,"AL",178600
2018-02-01,"MN",233900
2018-02-01,"DC",532500
2018-02-01,"MD",270700
2018-02-01,"CA",550600
2018-02-01,"OK",155900
2018-02-01,"IL",213900
2018-02-01,"KS",227000
2018-02-01,"PA",186100
2018-01-01,"TX",228000
2018-01-01,"ID",233600
2018-01-01,"MO",161200
2018-01-01,"AL",167700
2018-01-01,"NH",250500
2018-01-01,"VT",206700
2018-01-01,"KY",165000
2018-01-01,"KS",233900
2018-01-01,"AZ",246400
2018-01-01,"IL",208300
2018-01-01,"AR",156700
2018-01-01,"NC",220800
2018-01-01,"UT",292000
2018-01-01,"IN",159800
2018-01-01,"PA",192800
2018-01-01,"LA",196200
2018-01-01,"CT",242800
2018-01-01,"MN",223400
2018-01-01,"OK",151200
2018-01-01,"FL",234900
2018-01-01,"GA",215300
2018-01-01,"MD",265900
2018-01-01,"RI",257600
2018-01-01,"CO",385600
2018-01-01,"NM",330100
2018-01-01,"MS",162300
2018-01-01,"ME",210900
2018-01-01,"NY",413100
2018-01-01,"DE",206000
2018-01-01,"IA",185600
2018-01-01,"NJ",283600
2018-01-01,"AK",266900
2018-01-01,"TN",218400
2018-01-01,"NE",185500
2018-01-01,"CA",519100
2018-01-01,"HI",539600
2018-01-01,"WA",377700
2018-01-01,"OH",137400
2018-01-01,"WV",180500
2018-01-01,"MA",407700
2018-01-01,"NV",266000
2018-01-01,"VA",313700
2018-01-01,"OR",328900
2018-01-01,"MI",159900
2018-01-01,"SC",219700
2018-01-01,"DC",500000
2018-01-01,"WI",177200
